0.01,0.37,0.88,2.04,4.11,9.87,23.92,67.15,202.40,557.38,767.47,518.55,342.99,197.92,127.90,113.14,154.78,138.60,175.21,149.55,117.22,61.61,24.28,9.03,10.47,6.96,0.96,2.56,0.55,1.13,0.60,0.31,0.16,0.37,0.05,0.26,0.08,0.08,0.12,0.13,0.04,0.02,0.04,0.05,0.00,0.01,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.02,0.02,0.07,0.10,0.80,1.22,1.30,9.90,25.37,28.71,29.54,46.63,86.97,109.70,74.37,43.13,33.21,19.55,14.40,15.54,12.31,14.64,9.20,3.58,4.41,2.49,2.42,1.68,0.95,0.69,0.87,0.59,0.63,0.27,0.16,0.28,0.10,0.13,0.18,0.10,0.07,0.06,0.09,0.08,0.05,0.03,0.03,0.06,0.02,0.02,0.04,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.02,0.02,0.07,0.16,0.26,0.98,1.25,1.60,9.99,34.13,20.86,37.70,31.55,30.72,17.44,26.75,18.90,33.62,19.17,24.08,28.67,6.25,6.02,5.83,2.39,2.94,3.12,2.15,1.03,0.23,0.51,0.29,0.17,0.13,0.16,0.10,0.10,0.03,0.05,0.04,0.09,0.06,0.03,0.01,0.05,0.04,0.02,0.01,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.01,0.01,0.05,0.03,0.14,0.47,3.41,5.07,4.75,26.15,41.68,59.28,77.58,91.97,70.92,40.38,30.40,9.38,14.33,7.37,12.59,7.98,7.53,2.66,1.34,1.31,0.45,0.43,0.55,0.81,0.74,0.27,0.12,0.08,0.10,0.22,0.17,0.12,0.01,0.08,0.09,0.03,0.03,0.03,0.01,0.03,0.02,0.03,0.00,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.01,0.07,0.17,0.72,1.32,2.21,13.00,6.36,26.90,11.85,56.14,76.53,60.07,45.28,6.19,36.99,50.31,21.13,11.35,23.51,9.70,8.24,11.10,5.90,1.97,1.45,0.59,0.68,0.71,0.24,0.15,0.11,0.03,0.10,0.15,0.08,0.08,0.07,0.08,0.04,0.05,0.04,0.04,0.04,0.04,0.02,0.04,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.03,0.03,0.01,0.20,0.45,1.82,4.90,11.39,23.76,23.42,24.60,45.12,32.64,18.46,51.24,38.47,7.89,14.83,30.08,20.49,9.15,12.00,9.45,5.55,4.09,2.17,1.23,0.99,0.52,0.46,0.33,0.65,0.43,0.30,0.28,0.30,0.17,0.14,0.12,0.02,0.07,0.10,0.05,0.04,0.05,0.04,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.02,0.03,0.01,0.18,1.35,2.25,4.61,7.80,20.54,40.61,37.54,45.95,54.15,18.44,30.88,15.16,18.73,40.38,53.61,42.02,19.31,3.64,5.48,4.07,3.49,1.56,0.11,0.08,0.86,0.76,0.17,0.20,0.27,0.22,0.07,0.04,0.05,0.07,0.09,0.13,0.11,0.05,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.05,0.05,0.05,0.26,0.21,1.12,1.53,2.91,6.98,21.89,20.19,19.47,28.49,20.35,17.40,8.27,31.11,38.50,8.58,14.73,9.32,12.44,4.19,2.88,4.04,3.11,1.78,1.38,1.04,0.97,0.87,0.54,0.21,0.10,0.12,0.15,0.19,0.24,0.15,0.03,0.04,0.07,0.08,0.09,0.10,0.06,0.04,0.01,0.02,0.03,0.02,0.01,0.03,0.03,0.02,0.02,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.07,0.08,0.09,0.06,0.87,1.47,3.42,2.31,9.91,24.80,12.57,34.55,47.17,50.13,39.02,46.25,25.45,20.33,9.62,14.98,16.00,14.47,6.97,4.46,2.81,0.66,0.82,0.64,1.13,0.80,0.34,0.13,0.25,0.21,0.20,0.13,0.07,0.09,0.04,0.03,0.06,0.05,0.03,0.06,0.04,0.04,0.02,0.04,0.02,0.00,0.02,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.06,0.06,0.10,0.21,0.19,0.74,2.48,3.35,11.10,26.93,24.52,22.18,49.02,31.84,32.08,3.38,12.84,14.64,13.54,2.62,1.14,0.42,3.49,2.28,2.77,4.31,3.71,2.03,1.20,0.89,0.48,0.16,0.18,0.22,0.25,0.18,0.11,0.12,0.04,0.04,0.04,0.05,0.08,0.06,0.04,0.05,0.06,0.04,0.02,0.01,0.03,0.03,0.02,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
