0.01,0.38,0.98,1.92,4.56,9.45,24.55,62.94,217.41,549.07,746.68,526.98,255.95,228.65,130.91,149.09,107.11,154.98,182.73,145.55,118.82,50.67,29.35,14.60,6.98,3.30,4.31,0.56,2.06,0.55,0.64,0.40,0.96,0.50,0.48,0.29,0.13,0.08,0.07,0.07,0.05,0.07,0.01,0.03,0.01,0.00,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.03,0.04,0.04,0.19,0.21,0.31,3.94,5.70,2.91,16.22,14.37,33.91,5.07,69.03,62.45,16.03,20.88,19.55,17.70,13.83,30.14,17.11,3.47,5.63,3.47,1.41,1.23,0.85,0.82,0.89,0.43,0.02,0.13,0.19,0.22,0.20,0.19,0.10,0.10,0.10,0.04,0.04,0.06,0.04,0.04,0.06,0.03,0.03,0.02,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.08,0.09,0.09,0.11,0.62,0.68,1.38,2.05,3.05,20.73,30.17,19.74,21.79,26.81,11.29,27.51,38.53,27.63,8.34,11.19,12.44,6.43,5.44,4.00,3.86,2.19,1.86,0.17,0.63,0.38,0.38,0.24,0.10,0.21,0.11,0.13,0.06,0.07,0.07,0.12,0.10,0.07,0.04,0.02,0.03,0.05,0.05,0.03,0.03,0.03,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.03,0.04,0.06,0.09,0.47,1.18,2.48,3.64,8.66,6.60,10.16,9.95,11.13,20.28,51.72,57.18,38.94,45.55,62.48,37.71,3.40,13.49,9.14,1.47,3.22,1.45,0.89,1.07,0.48,0.24,0.16,0.13,0.37,0.28,0.19,0.18,0.26,0.14,0.17,0.14,0.06,0.05,0.04,0.02,0.02,0.04,0.04,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.04,0.04,0.07,0.11,0.33,0.27,1.41,4.40,4.94,24.54,65.77,49.82,10.84,19.15,20.52,22.25,21.38,11.33,16.01,25.03,20.63,5.69,4.65,5.14,1.99,1.44,1.09,0.91,0.53,0.14,0.29,0.30,0.30,0.20,0.22,0.17,0.09,0.06,0.12,0.07,0.05,0.08,0.08,0.03,0.04,0.04,0.04,0.03,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.04,0.04,0.06,0.05,0.43,0.47,2.13,3.45,7.51,9.45,35.68,53.45,7.96,33.68,6.96,16.41,22.43,29.38,11.07,7.78,16.48,20.93,8.62,2.93,1.59,0.66,0.24,0.74,0.96,0.44,0.37,0.19,0.21,0.29,0.14,0.09,0.17,0.18,0.09,0.04,0.03,0.06,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.01,0.01,0.07,0.06,0.41,0.86,1.98,5.72,16.20,31.04,12.13,9.26,13.82,29.96,10.29,32.75,8.93,9.59,13.19,13.92,5.45,4.50,3.23,1.10,1.86,0.96,1.19,0.56,0.19,0.51,0.79,0.56,0.24,0.16,0.13,0.18,0.17,0.07,0.02,0.07,0.09,0.10,0.07,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.04,0.29,0.27,1.86,1.30,8.50,24.69,43.32,88.37,132.60,100.06,25.78,38.31,58.41,50.03,50.53,37.10,32.88,40.76,16.30,6.67,8.76,0.75,7.55,4.00,0.17,0.74,0.70,0.07,0.20,0.19,0.34,0.17,0.18,0.14,0.11,0.15,0.03,0.06,0.06,0.04,0.04,0.06,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.06,0.07,0.15,0.22,1.55,0.84,3.00,24.63,34.59,42.02,86.81,37.72,35.97,29.28,60.30,70.69,66.57,43.73,19.62,11.15,13.65,2.08,2.67,2.87,2.08,1.85,1.40,0.90,0.81,0.42,0.33,0.22,0.13,0.12,0.19,0.06,0.04,0.00,0.02,0.03,0.01,0.04,0.03,0.03,0.03,0.02,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.07,0.09,0.05,0.51,1.65,3.37,8.76,18.70,9.25,96.54,70.60,142.93,146.01,82.52,64.16,49.40,22.65,46.24,48.42,32.37,8.36,17.69,9.56,1.83,2.25,1.64,0.69,0.59,1.24,1.43,1.30,0.70,0.24,0.22,0.31,0.27,0.11,0.04,0.08,0.06,0.04,0.04,0.03,0.05,0.07,0.07,0.05,0.01,0.05,0.06,0.04,0.02,0.01,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
