-2, 2, 3, 0
-1, 0, -1, -1
1, 2, 0, -1
-1, -1, 1, 3
0, -4, 0, 2
1, 0, -1, -2
0, 3, 3, 0
-4, -3, 6, 8
-9, -13, 8, 15
-2, -10, -1, 1
0, 2, 2, -2
-2, 1, 0, 0
0, 0, 0, 1
2, 1, -3, -5
1, 7, 0, -5
0, 3, 0, -3
0, 2, 2, -2
-3, 1, 3, 0
-2, 0, 1, 0
0, 1, 0, -2
0, 1, 1, 0
0, 0, 0, -1
0, 2, 0, -1
0, 1, 1, -1
-1, 1, 0, 0
0, 2, 0, -4
-2, 2, 3, 0
-2, -1, 0, 0
0, 2, 2, -1
-2, 1, 2, 0
-3, -2, 3, 3
-1, -1, 0, 0
-2, 0, 4, 2
-3, -3, 0, 1
0, 0, 0, -1
0, 1, 0, 0
-2, 0, 3, 2
-1, -1, 0, 0
-1, 2, 3, -1
-2, 0, 0, -1
0, 1, 0, -1
0, 0, 0, -1
0, 2, 0, -1
0, 1, 0, -1
0, 0, 0, 0
0, 1, 0, -3
-1, 3, 3, -1
-2, 0, 0, 0
0, 0, 0, 0
0, 0, 0, -1
-1, 1, 0, -2
1, 3, -1, -5
0, 3, 2, 0
-1, -2, -1, 0
0, 1, 1, 0
-4, 0, 4, 1
-1, 0, 0, -2
0, 2, 0, -1
0, 0, 0, 0
0, 1, 1, -3
-3, 3, 5, -1
-3, 0, 1, 0
-1, 0, 1, 0
-1, 1, 1, -2
-1, 3, 2, -3
-2, 3, 2, -2
-2, 0, 0, 0
1, 1, -2, -4
1, 4, -1, -4
2, 5, -1, -4
0, 2, 1, 0
0, 1, 0, -2
-1, 1, 1, 0
1, 2, -4, -5
4, 7, -1, -5
0, 0, 0, 2
2, -3, -1, 5
0, -9, 1, 11
0, -7, 0, 4
-5, -4, 9, 7
-8, -7, 4, 3
0, 2, 0, -5
-2, 2, 2, 0
1, 2, 0, -8
-5, 9, 10, -3
-7, 1, 1, -4
-1, 6, 5, -3
-6, -1, 1, 1
3, 4, -1, -10
-4, 9, 7, -2
-4, -3, -1, 1
2, 4, 3, -9
-11, 9, 13, -6
-9, 5, 2, -7
0, 4, -3, 1
7, -4, -5, 3
-5, -7, 12, 15
-7, -13, 0, 1
-1, 8, 9, -6
-13, 0, 9, 2
-2, 0, -1, 0
3, 0, -7, 0
11, 0, -11, 2
9, -3, -4, 2
-3, -2, 8, 5
-6, -6, 0, 4
6, 0, -7, 0
2, 1, 4, -4
-11, 7, 15, -8
-13, 7, 6, -7
1, 11, -3, -15
-2, 14, 10, -7
-11, 0, 6, 1
-1, 2, 0, -7
-3, 9, 6, -7
-5, 8, 5, -11
-8, 10, 9, -3
-3, 0, -3, -1
6, 6, -2, -9
-5, 8, 9, -5
-8, 4, 5, -5
-3, 7, 3, -10
-7, 7, 9, 0
-6, -8, 0, 8
5, 0, -4, -7
0, 10, 4, -8
-4, 3, 0, 0
3, -2, -6, 5
6, -7, -5, 6
3, -3, 0, 0
-6, 0, 7, 5
-3, -9, -5, 9
11, -4, -10, 0
3, 0, 1, 1
-2, -1, 1, 0
0, 0, -1, 1
2, -3, -2, 4
0, -4, 1, 4
-2, -2, 1, 0
0, 4, 0, -7
-1, 5, 1, -1
0, -2, -1, 4
2, -4, -2, 2
2, 0, 0, -2
-1, 1, 1, 0
2, 0, -5, -4
5, 7, 0, -5
-3, 0, 1, 2
5, 2, -12, -13
13, 20, -2, -13
-12, -7, 13, 22
-1, -18, -5, 5
0, 0, 4, 0
0, 0, -4, -4
5, 6, -3, -5
2, 3, -2, -2
1, 1, -1, 0
3, 1, -5, -4
5, 7, -6, -9
5, 11, -4, -10
3, 8, -1, -5
0, 1, 7, 6
-14, -17, 13, 21
-4, -10, 0, -2
-4, 6, 7, -3
-3, 2, -4, -7
6, 12, -3, -10
0, 5, -1, -2
3, 3, -2, -4
0, 1, 4, 3
-5, -7, 2, 6
1, 0, 0, -5
-4, 5, 6, -1
-3, 1, 0, -2
0, 2, 2, 0
-4, -4, 5, 5
-6, -5, 5, 3
-1, 1, -1, -7
1, 10, 0, -7
-1, 2, 1, 1
0, -3, -1, 1
1, 0, 1, -1
-4, -2, 4, 4
-1, -1, -1, -2
-1, 3, 4, 1
-5, -5, 2, 5
-1, -3, 1, 0
0, 0, 0, -1
1, 2, -2, -3
2, 7, 0, -8
