0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0

0, 16, 8, 11
-1, -24, -8, 16
5, -5, 4, 5
-7, -7, 1, 4
2, 1, -3, -1
3, 0, -4, 0
2, 1, 0, 0
-4, -1, 5, 3
-4, -3, 2, 4
0, -4, -4, 4
6, -4, -5, 5
3, -7, -1, 7
-1, -6, 4, 6
-5, -5, 4, 3
-3, -1, 3, 2
-4, -5, 3, 7
-1, -8, 1, 5
-2, 0, 7, -3
-13, 0, 13, 6
-3, -8, -7, 1
7, 5, 0, -5
-7, 0, 9, 2
-9, -3, 9, 4
-7, -5, 3, 3
0, 0, 1, 0
-4, -1, 5, 4
-3, -5, 1, 3
-2, -3, 4, 5
-3, -8, 2, 7
-1, -5, 1, 3
-1, -2, 0, 1
-2, 0, 4, 2
-5, -2, 6, 1
-8, 0, 9, 1
-7, -1, 4, 0
-2, 2, 3, -3
-6, 2, 8, 0
-7, -2, 4, 5
1, -5, -4, 3
4, -2, -2, 3
0, -4, 0, 6
0, -6, 1, 5
-4, -4, 5, 4
-5, -5, 2, 5
0, -4, 0, 1
-1, 0, 5, 0
-9, 0, 10, 0
-7, 0, 5, -2
-5, 3, 6, -1
-8, -2, 9, 5
-8, -7, 5, 7
-2, -5, 1, 2
-3, -3, 3, 3
-1, -2, 0, -1
-1, 3, 4, -2
-5, -1, 2, 3
2, -1, -3, 0
0, 0, 2, 1
-4, -2, 4, 2
-4, -1, 3, 2
-1, -4, -1, 5
4, -5, -5, 3
2, -2, 1, 3
-4, -6, 4, 6
-2, -3, 2, 0
-4, 3, 7, -3
-8, 0, 7, 1
-4, -2, 3, 1
-4, 0, 4, 2
-2, -3, 0, 4
2, -4, -2, 4
2, -3, -1, 2
0, -1, 2, 2
-2, -2, 2, 1
-3, 0, 4, 0
-7, 0, 9, 0
-12, 1, 14, -2
-15, 0, 11, 2
-5, -3, 0, 2
4, -2, -4, 2
3, -2, -1, 3
0, -5, 0, 6
0, -6, 1, 4
-3, -2, 3, 0
-4, 0, 4, 0
-3, -2, 2, 2
-1, -1, 2, 0
-5, 0, 7, 0
-6, -2, 4, 3
-2, -4, 1, 3
0, -3, 0, 1
-2, 0, 8, -4
-14, 3, 16, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0

4, 0, -2, 2
1, -4, -2, 5
3, -3, -2, 0
0, 0, 3, 0
-5, -1, 4, 3
-2, -3, 0, 1
0, -1, 0, 2
1, -4, -1, 4
0, -4, 1, 4
-2, -3, 2, 2
-4, -1, 5, 1
-5, -2, 3, 2
0, -1, 0, 0
0, 0, 0, 1
0, 0, 0, -2
-1, 4, 3, -2
-4, 0, 1, 1
0, 0, 1, 0
-3, -2, 4, 5
-3, -6, 2, 5
-3, -4, 5, 5
-7, -6, 9, 5
-10, -3, 10, 2
-7, -1, 3, 0
0, 0, 0, 0
1, 0, -1, 0
0, 2, 4, -4
-10, 3, 13, 0
-10, -2, 4, 0
-1, 2, 2, -2
-3, 0, 0, 2
5, -4, -11, 5
16, -4, -14, 0
6, 0, 1, 1
-4, -4, 2, 4
0, -3, 0, 0
-1, -1, 3, 2
-3, -4, 0, 4
1, -2, -2, 0
0, 0, 2, 0
-6, 1, 8, -1
-8, 2, 7, -2
-4, 2, 2, -2
-1, 2, 0, 0
2, 0, -3, -2
0, 3, 4, -1
-7, -1, 7, 4
-3, -3, 2, 1
-3, 0, 5, 1
-5, -2, 4, 1
-4, 0, 5, -1
-6, 0, 4, 0
-2, -1, 0, 2
1, -2, -2, 2
1, -2, 0, 2
-1, -2, 1, 2
0, 0, -1, -1
1, 4, 0, -5
-5, 3, 8, -1
-8, 0, 7, 1
-6, -2, 4, 3
-2, -3, 0, 2
1, 0, -1, 1
1, -2, -2, 3
3, -1, -3, -1
1, 2, 0, -1
-2, 0, 3, 1
-4, -1, 3, 1
-2, -2, 1, 1
0, 0, 0, -1
-3, 1, 6, 0
-7, -3, 4, 3
0, 0, 0, -1
0, 1, 0, -1
0, 2, 0, -3
0, 3, 2, -1
-4, 0, 5, 2
-4, -1, 2, 1
-2, 0, 3, 0
-3, -2, 2, 3
-1, -1, 3, -2
-8, 2, 10, 0
-8, -2, 2, 2
0, 0, -1, 0
0, -1, 0, 0
1, 1, 0, -2
-2, 2, 5, 0
-6, -2, 3, 2
-1, 0, 0, 0
0, -1, -1, 2
1, -2, 0, 1
0, -2, 1, 2
-2, 0, 4, 0
-7, -2, 7, 4
-4, -3, 1, 0
0, 2, 1, -2
-2, 0, 3, 0
-2, -1, 1, 0
-1, 0, 2, 0
-3, -1, 3, 2
-1, -3, 0, 2
0, 0, 2, -4
-7, 4, 9, 0
-6, -2, 0, 2
4, -1, -5, 2
5, -3, -4, 3
2, -1, 0, 1
-3, -2, 2, 2
-1, 0, 0, -1
-1, 0, 1, 2
0, -5, -1, 6
2, -7, -3, 6
5, -5, -6, 2
5, 0, -2, 0
0, 0, 1, 1
0, -1, 0, 1
1, 0, 0, 0
0, 0, 0, 1
-1, -2, 0, 1
0, -1, 0, 0
-1, 0, 0, 2
0, -2, -1, 0
0, 0, 1, 1
0, -3, -1, 4
4, -2, -4, 1
3, -1, -2, 2
1, -2, 0, 2
0, -2, 1, 2
-2, -3, 2, 3
0, -3, -1, 2
1, -1, 0, 1
0, -1, 0, 2
1, 0, 0, -2
-3, 3, 7, 0
-6, -3, 2, 2
0, 0, 0, 0
-1, 0, 1, 0
-1, 0, 2, 1
-3, -3, 3, 5
-2, -5, 0, 3
0, 0, 1, -3
-5, 2, 7, 0
-4, -1, 1, 0
0, 0, 0, 0
1, -1, -3, 0
4, 1, -2, 0
0, -1, 0, 2
0, -1, 1, -1
-5, 4, 11, -6
-16, 4, 15, 0
-8, -1, 1, 0
2, 2, -2, -2
0, 0, 2, 2
-2, -2, 4, 1
-7, 0, 9, 1
-7, -2, 3, 3
0, -1, -1, 0
1, 0, 0, 0
0, 0, 0, 0
-1, 0, 1, 0
-1, 0, 0, 0
0, 0, 0, 0
0, -1, 0, 2
0, -2, 0, 2
0, -1, 0, 1
-1, -1, 2, 0
-2, 0, 3, -1
-3, 1, 3, -1
-3, 0, 3, 4
-1, -7, -3, 6
6, -2, -6, -2
2, 2, 0, -1
0, 0, 0, -2
-1, 4, 4, -2
-6, 0, 4, 1
-1, 0, 0, -2
-1, 2, 2, -1
-2, 0, 1, 1
0, 0, -1, 0
1, -1, 0, 2
0, -2, 0, 2
0, -1, 0, 0
-2, 0, 3, 0
-1, 0, 0, 0
0, 0, -1, 0
0, 0, 1, 1
-2, -4, 0, 5
1, -3, -1, 0
-1, 3, 5, -3
-6, 2, 5, 0
-2, 0, 0, 1
1, -1, 0, 1
-3, -2, 4, 3
-1, -4, -2, 2
5, 0, -3, 0
-3, -4, 7, 10
-6, -11, 1, 7
1, 0, 0, -3
-3, 3, 5, 0
-3, 0, 2, 0
-3, -1, 3, 3
-2, -5, 0, 5
0, -4, 2, 3
-7, -4, 9, 6
-9, -7, 7, 6
-5, -4, 1, 1
3, 4, -6, -11
2, 13, 0, -10
-1, 8, 2, -7
-6, 4, 9, -2
-8, 4, 4, -7
0, 6, -6, 1
17, -3, -27, -6
26, 19, -15, -21
4, 12, -1, -4
5, 6, -8, -12
8, 15, -5, -15
2, 14, 0, -13
-4, 11, 6, -8
-5, 7, 7, -4
-11, -2, 10, 10
-4, -16, -4, 18
9, -21, -9, 26
2, -33, 10, 38
-16, -39, 8, 31
8, -13, -16, -6
6, 12, 11, -6
-23, 3, 29, -8
-35, 8, 34, 0
-19, -3, 0, -5
4, 15, 8, -12
-21, 0, 18, 7
-1, -2, -17, -10
28, 23, -22, -27
4, 13, 4, 8
1, -19, -11, 12
10, -2, -3, -1
0, 4, -2, -9
2, 15, 4, -16
-15, 8, 21, 1
-17, -3, 15, -2
-18, 2, 18, 4
-9, -7, -3, 1
9, 6, -7, -8
1, 4, 2, 0
-3, -2, 4, 0
-7, 0, 11, 1
-11, -4, 7, 3
-1, 3, 0, -11
-2, 12, 5, -7
-3, 0, -2, 2
8, 0, -5, -7
-5, 7, 17, 2
-20, -12, 11, 13
0, -5, 0, -1
-6, 0, 13, 7
-13, -10, 9, 6
-5, 0, 5, -2
-5, 6, 6, -11
-10, 14, 15, -10
-13, 4, 3, -3
4, 5, -5, -4
3, 0, -4, 4
6, 0, -1, -6
-13, 5, 23, 2
-19, -6, 8, 3
-3, 1, 4, 0
-4, -3, 1, 4
1, -2, 0, 0
-7, -2, 10, 7
-7, -8, 0, 4
0, 0, 0, 0
3, 0, -2, -1
1, 0, -3, 0
5, 2, -6, -5
4, 5, -2, -1
2, 0, -3, 0
1, -1, 1, 3
0, -4, -2, 1
3, 1, -2, 0
2, -1, -6, 0
8, 2, -4, -1
1, -3, -1, 6
3, -3, -1, -1
-4, 3, 9, -2
-11, 0, 8, 0
-3, 0, 1, -2
-3, 1, 7, 4
-6, -8, 0, 7
3, -2, -1, 0
-3, 0, 5, 2
-3, -3, 0, 1
2, 1, -2, -2
1, 1, 0, 0
0, -1, 0, 0
0, 3, 3, -5
-7, 1, 7, 3
-2, -5, -2, 3
3, -1, 0, 3
0, -5, 0, 4

0, -1, 3, 0
-2, 0, 0, 0
1, 1, -1, -1
0, 0, 0, 0
0, -1, 0, 1
0, -1, 0, 2
0, -2, 2, 3
-3, -4, 3, 4
-2, -3, 2, 1
-2, 0, 1, 0
-1, 0, 1, 0
0, 1, 0, -4
-3, 4, 4, 0
-2, -2, -1, 2
2, 0, 0, 1
0, -2, -1, 2
2, -1, -1, 0
0, -2, 0, 4
0, -6, -1, 7
4, -6, -7, 2
6, 0, -3, 0
1, -1, -1, 2
3, -2, -4, 0
2, 0, -1, 0
0, -1, 0, 0
0, 0, 0, -3
1, 5, 0, -5
