START
0.02,0.38,1.03,1.91,4.32,9.65,23.09,70.21,213.81,593.46,836.70,552.89,233.64,216.65,132.84,147.53,115.15,161.19,165.44,167.20,94.26,58.68,32.76,9.51,8.39,4.45,2.58,2.83,1.44,1.35,0.12,0.46,0.34,0.30,0.21,0.06,0.17,0.04,0.13,0.07,0.06,0.03,0.09,0.01,0.04,0.03,0.04,0.04,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.03,0.03,0.09,0.06,0.32,0.76,0.67,5.99,4.68,35.65,35.37,30.06,7.54,16.76,25.35,10.84,29.85,20.28,11.40,8.91,3.88,3.10,1.41,4.56,2.96,1.26,1.40,0.89,0.42,0.34,0.40,0.30,0.21,0.09,0.03,0.10,0.20,0.19,0.11,0.07,0.06,0.01,0.03,0.05,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.04,0.05,0.07,0.02,0.09,0.67,2.82,8.35,13.18,37.40,43.65,43.75,59.10,62.27,55.97,4.22,36.37,18.52,9.06,7.56,3.80,4.26,5.05,4.42,0.92,2.71,2.84,1.23,0.32,0.22,0.18,0.36,0.16,0.14,0.07,0.06,0.07,0.06,0.04,0.05,0.09,0.04,0.06,0.02,0.03,0.02,0.03,0.05,0.05,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.02,0.03,0.02,0.13,0.11,0.55,4.08,4.12,16.12,29.35,39.23,69.56,67.26,19.30,5.50,34.62,7.58,19.43,2.44,11.22,17.15,11.60,3.66,1.12,2.46,1.63,1.34,1.28,0.34,0.33,0.19,0.05,0.14,0.32,0.28,0.21,0.16,0.06,0.06,0.05,0.01,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.02,0.02,0.04,0.08,0.43,1.35,1.37,4.01,10.83,15.53,32.91,37.18,23.11,38.47,12.43,12.08,33.44,37.18,20.29,30.03,27.60,3.88,4.92,2.38,1.04,2.44,2.22,0.42,0.94,0.37,0.31,0.29,0.13,0.32,0.28,0.12,0.05,0.04,0.08,0.10,0.01,0.04,0.02,0.03,0.05,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.04,0.05,0.09,0.12,0.40,0.86,2.48,7.58,6.44,9.77,10.22,0.95,5.60,1.48,27.98,43.00,37.29,29.38,8.29,24.40,17.36,8.46,6.64,3.48,2.15,2.96,1.93,0.69,0.52,0.65,0.48,0.05,0.25,0.24,0.24,0.12,0.04,0.10,0.11,0.07,0.05,0.07,0.07,0.09,0.05,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.03,0.03,0.06,0.16,0.07,0.69,3.82,6.53,10.06,30.58,29.25,33.93,18.40,25.64,19.44,18.14,14.10,18.15,16.84,13.15,7.65,4.81,4.88,4.84,4.90,3.97,1.64,0.69,0.61,0.31,0.50,0.50,0.26,0.18,0.34,0.21,0.11,0.13,0.13,0.08,0.04,0.03,0.07,0.08,0.07,0.03,0.01,0.00,0.01,0.03,0.03,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.01,0.01,0.04,0.13,0.17,0.90,2.08,5.72,10.18,22.84,21.96,28.27,30.58,22.05,6.75,15.11,20.80,18.55,38.50,45.85,34.81,19.43,8.83,5.13,2.60,0.69,0.25,0.34,0.57,0.54,0.45,0.37,0.40,0.43,0.24,0.05,0.12,0.17,0.15,0.10,0.04,0.03,0.04,0.06,0.06,0.02,0.05,0.04,0.02,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.01,0.02,0.01,0.05,0.45,0.63,1.14,2.42,10.94,20.00,15.47,27.81,34.89,9.41,27.29,39.31,23.12,29.39,25.77,10.14,3.09,10.43,6.10,2.79,0.52,2.15,2.14,1.27,0.48,0.49,0.62,0.26,0.27,0.11,0.05,0.07,0.10,0.05,0.04,0.05,0.04,0.06,0.04,0.02,0.01,0.03,0.04,0.02,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.01,0.02,0.05,0.04,0.15,0.92,1.99,4.36,11.10,10.21,12.37,12.89,50.85,58.55,46.79,39.21,18.66,44.18,29.82,11.74,11.20,7.45,1.73,1.56,0.66,0.79,0.89,0.74,0.16,0.55,0.10,0.15,0.35,0.27,0.07,0.13,0.13,0.04,0.05,0.06,0.05,0.02,0.04,0.06,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.01,0.02,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
